ICD9	ICD9.String	PheCode	Phenotype	ICD9Nodots
957.9	Injury to nerve NOS	957	Injury to other and unspecified nerves	9579
958	Certain early complications of trauma	907	Injuries to the nervous system	958
958.0	Air embolism as an early complication of trauma	958	Certain early complications of trauma or procedure	9580
958.1	Fat embolism	958	Certain early complications of trauma or procedure	9581
958.2	Secondary and recurrent hemorrhage as an early complication of trauma	850	Hemorrhage or hematoma complicating a procedure	9582
958.3	Posttraumatic wound infection not elsewhere classified	876	Posttraumatic wound infection not elsewhere classified	9583
958.4	Traumatic shock	958	Certain early complications of trauma or procedure	9584
958.5	Traumatic anuria	958	Certain early complications of trauma or procedure	9585
958.6	Volkmann's ischemic contracture	958	Certain early complications of trauma or procedure	9586
958.7	Traumatic subcutaneous emphysema	958.2	Traumatic and surgical subcutaneous emphysema	9587
958.8	Other early complications of trauma	1012	Late effect	9588
958.9	Traumatic compartment syndrome	958	Certain early complications of trauma or procedure	9589
958.90	Compartment syndrome NOS	958	Certain early complications of trauma or procedure	95890
958.91	Traumatic compartment syndrome of upper extremity	958	Certain early complications of trauma or procedure	95891
958.92	Traumatic compartment syndrome of lower extremity	958	Certain early complications of trauma or procedure	95892
958.93	Traumatic compartment syndrome of abdomen	958	Certain early complications of trauma or procedure	95893
958.99	Traumatic compartment syndrome of other sites	958	Certain early complications of trauma or procedure	95899
959	Injury, other and unspecified	1009	Injury, NOS	959
959.0	Other and unspecified injury to head, face, and neck	1009	Injury, NOS	9590
959.01	Head injury NOS	1009	Injury, NOS	95901
959.09	Injury of face and neck	1009	Injury, NOS	95909
959.1	Other and unspecified injury to trunk	1009	Injury, NOS	9591
959.11	Other injury of chest wall	1009	Injury, NOS	95911
959.12	Other injury of abdomen	1009	Injury, NOS	95912
959.13	Fracture of corpus cavernosum penis	1009	Injury, NOS	95913
959.14	Other injury of external genitals	1009	Injury, NOS	95914
959.19	Other injury of other sites of trunk	1009	Injury, NOS	95919
959.2	Other and unspecified injury to shoulder and upper arm	1009	Injury, NOS	9592
959.3	Other and unspecified injury to elbow, forearm, and wrist	1009	Injury, NOS	9593
959.4	Other and unspecified injury to hand, except finger	1009	Injury, NOS	9594
959.5	Finger injury NOS	1009	Injury, NOS	9595
959.6	Other and unspecified injury to hip and thigh	1009	Injury, NOS	9596
959.7	Other and unspecified injury to knee, leg, ankle, and foot	1009	Injury, NOS	9597
959.8	Other and unspecified injury to other specified sites, including multiple	1009	Injury, NOS	9598
959.9	Other and unspecified injury to unspecified site	1009	Injury, NOS	9599
960	Poisoning by antibiotics	960	Poisoning by antibiotics	960
960.0	Poisoning by penicillins	960.2	Allergy/adverse effect of penicillin	9600
960.1	Poisoning by antifungal antibiotics	960.3	Poisoning by antifungal antibiotics	9601
960.2	Poisoning by chloramphenicol group	960.1	Adverse effects of antibacterials (not penicillins)	9602
960.3	Poisoning by erythromycin and other macrolides	960.1	Adverse effects of antibacterials (not penicillins)	9603
960.4	Poisoning by tetracycline group	960.1	Adverse effects of antibacterials (not penicillins)	9604
960.5	Poisoning of cephalosporin group	960.1	Adverse effects of antibacterials (not penicillins)	9605
960.6	Poisoning of antimycobacterial antibiotics	960	Poisoning by antibiotics	9606
960.7	Poisoning by antineoplastic antibiotics	963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	9607
960.8	Poisoning by other specified antibiotics	960	Poisoning by antibiotics	9608
960.9	Poisoning by antibiotic NOS	960	Poisoning by antibiotics	9609
961	Poisoning by other anti-infectives	961	Poisoning by other anti-infectives	961
961.0	Poisoning by sulfonamides	961.1	Poisoning/allergy of sulfonamides	9610
961.1	Poisoning by arsenical anti-infectives	961	Poisoning by other anti-infectives	9611
961.2	Poisoning by heavy metal anti-infectives	961	Poisoning by other anti-infectives	9612
961.3	Poisoning by quinoline and hydroxyquinoline derivatives	961	Poisoning by other anti-infectives	9613
961.4	Poisoning by antimalarials and drugs acting on other blood protozoa	961	Poisoning by other anti-infectives	9614
961.5	Poisoning by other antiprotozoal drugs	961	Poisoning by other anti-infectives	9615
961.6	Poisoning by anthelmintics	961	Poisoning by other anti-infectives	9616
961.7	Poisoning by antiviral drugs	961	Poisoning by other anti-infectives	9617
961.8	Poisoning by other antimycobacterial drugs	960	Poisoning by antibiotics	9618
961.9	Poisoning by other and unspecified anti-infectives	961	Poisoning by other anti-infectives	9619
962	Poisoning by hormones and synthetic substitutes	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	962
962.0	Poisoning by adrenal cortical steroids	962.1	Adrenal cortical steroids causing adverse effects in therapeutic use	9620
962.1	Poisoning by androgens and anabolic congeners	962	Poisoning by hormones and synthetic substitutes	9621
962.2	Poisoning by ovarian hormones and synthetic substitutes	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	9622
962.3	Poisoning by insulins and antidiabetic agents	962.2	Insulins and antidiabetic agents causing adverse effects in therapeutic use	9623
962.4	Poisoning by anterior pituitary hormones	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	9624
962.5	Poisoning by posterior pituitary hormones	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	9625
962.6	Poisoning by parathyroid and parathyroid derivatives	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	9626
962.7	Poisoning by thyroid and thyroid derivatives	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	9627
962.8	Poisoning by antithyroid agents	962	Poisoning by hormones and synthetic substitutes	9628
962.9	Poisoning by other and unspecified hormones and synthetic substitutes	962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	9629
963	Poisoning by primarily systemic agents	963	Poisoning by primarily systemic agents	963
963.0	Poisoning by antiallergic and antiemetic drugs	963	Poisoning by primarily systemic agents	9630
963.1	Poisoning by antineoplastic and immunosuppressive drugs	963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	9631
963.2	Poisoning by acidifying agents	963	Poisoning by primarily systemic agents	9632
963.3	Poisoning by alkalizing agents	963	Poisoning by primarily systemic agents	9633
963.4	Poisoning by enzymes NEC	963	Poisoning by primarily systemic agents	9634
963.5	Poisoning by vitamins NEC	963	Poisoning by primarily systemic agents	9635
963.8	Poisoning by other specified systemic agents	963	Poisoning by primarily systemic agents	9638
963.9	Poisoning by unspecified systemic agent	963	Poisoning by primarily systemic agents	9639
964	Poisoning by agents primarily affecting blood constituents	964	Poisoning by agents primarily affecting blood constituents	964
964.0	Poisoning by iron and its compounds	964	Poisoning by agents primarily affecting blood constituents	9640
964.1	Poisoning by liver preparations and other antianemic agents	964	Poisoning by agents primarily affecting blood constituents	9641
964.2	Poisoning by anticoagulants	964.1	Anticoagulants causing adverse effects	9642
964.3	Poisoning by vitamin K	964	Poisoning by agents primarily affecting blood constituents	9643
964.4	Poisoning by fibrinolysis-affecting drugs	964	Poisoning by agents primarily affecting blood constituents	9644
964.5	Poisoning by anticoagulant antagonists and other coagulants	964.1	Anticoagulants causing adverse effects	9645
964.6	Poisoning by gamma globulin	964	Poisoning by agents primarily affecting blood constituents	9646
964.7	Poisoning by natural blood and blood products	964	Poisoning by agents primarily affecting blood constituents	9647
964.8	Poisoning by other specified agents affecting blood constituents	964	Poisoning by agents primarily affecting blood constituents	9648
964.9	Poisoning by unspecified agent affecting blood constituents	964	Poisoning by agents primarily affecting blood constituents	9649
965	Poisoning by analgesics, antipyretics, and antirheumatics	965	Poisoning by analgesics, antipyretics, and antirheumatics	965
965.0	Poisoning by opiates and related narcotics	965.1	Opiates and related narcotics causing adverse effects in therapeutic use	9650
965.00	Poisoning by opium (alkaloids), unspecified	316	Substance addiction and disorders	96500
965.01	Poisoning by heroin	316	Substance addiction and disorders	96501
965.02	Poisoning by methadone	316	Substance addiction and disorders	96502
965.09	Poisoning by other opiates and related narcotics	965.1	Opiates and related narcotics causing adverse effects in therapeutic use	96509
965.1	Poisoning by salicylates	965.3	Salicylates causing adverse effects in therapeutic use	9651
965.4	Poisoning by aromatic analgesics, not elsewhere classified	965	Poisoning by analgesics, antipyretics, and antirheumatics	9654
965.5	Poisoning by pyrazole derivatives	965	Poisoning by analgesics, antipyretics, and antirheumatics	9655
965.6	Poisoning by antirheumatics [antiphlogistics]	965.2	Antirheumatics causing adverse effects in therapeutic use	9656
965.61	Propionic acid derivatives	965	Poisoning by analgesics, antipyretics, and antirheumatics	96561
965.69	Poison by antirheumatic NEC	965.2	Antirheumatics causing adverse effects in therapeutic use	96569
965.7	Poisoning by other non-narcotic analgesics	965	Poisoning by analgesics, antipyretics, and antirheumatics	9657
965.8	Poisoning by other specified analgesics and antipyretics	965	Poisoning by analgesics, antipyretics, and antirheumatics	9658
965.9	Poisoning by unspecified analgesic and antipyretic	965	Poisoning by analgesics, antipyretics, and antirheumatics	9659
966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	966
966.0	Poisoning by oxazolidine derivatives	966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	9660
966.1	Poisoning by hydantoin derivatives	966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	9661
966.2	Poisoning by succinimides	966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	9662
966.3	Poisoning by other and unspecified anticonvulsants	966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	9663
966.4	Poisoning by anti-Parkinsonism drugs	966	Poisoning by anticonvulsants and anti-Parkinsonism drugs	9664
967	Poisoning by sedatives and hypnotics	967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	967
967.0	Poisoning by barbiturates	967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	9670
967.1	Poisoning by chloral hydrate group	967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	9671
967.2	Poisoning by paraldehyde	967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	9672
967.3	Poisoning by bromine compounds	967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	9673
967.4	Poisoning by methaqualone compounds	967	Adverse effects of sedatives or other central nervous system depressants and anesthetics	9674
